Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
1341,tt10050782,2022-01-01,2022-01-01,,Grass Is Greener,https://www.imdb.com/title/tt10050782/,movie,7.1,97,2019,Documentary,1396,2019-04-20,Fab 5 Freddy
1342,tt9046574,2022-01-01,2022-01-01,,ReMastered: Devil at the Crossroads,https://www.imdb.com/title/tt9046574/,tvMovie,7.0,48,2019,"Documentary, Biography",2848,2019-04-26,Brian Oakes
1343,tt9358052,2022-01-01,2022-01-01,,Knock Down the House,https://www.imdb.com/title/tt9358052/,movie,7.3,87,2019,Documentary,12618,2019-01-27,Rachel Lears
1344,tt9046576,2022-01-01,2022-01-01,,ReMastered: The Lion's Share,https://www.imdb.com/title/tt9046576/,tvMovie,6.9,84,2018,"Documentary, Music",653,2018-10-12,Sam Cullman
1345,tt10289996,2022-01-01,2022-01-01,,The Black Godfather,https://www.imdb.com/title/tt10289996/,movie,7.5,118,2019,"Documentary, Biography",1398,2019-06-07,Reginald Hudlin
1346,tt9577852,2022-01-01,2022-01-01,,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,https://www.imdb.com/title/tt9577852/,movie,7.6,142,2019,"Documentary, Biography, History, Music",6936,2019-06-11,Martin Scorsese
1347,tt9204606,2022-01-01,2022-01-01,,Life Overtakes Me,https://www.imdb.com/title/tt9204606/,short,6.5,39,2019,"Documentary, Short",1973,2019-01-26,"Kristine Samuelson, John Haptas"
1348,tt6016744,2022-01-01,2022-01-01,,The Edge of Democracy,https://www.imdb.com/title/tt6016744/,movie,7.3,121,2019,"Documentary, History",15099,2019-01-24,Petra Costa
1349,tt10511826,2022-01-01,2022-01-01,,Parchís: El documental,https://www.imdb.com/title/tt10511826/,movie,6.8,106,2019,Documentary,556,2019-07-10,Daniel Arasanz
1350,tt4736550,2022-01-01,2022-01-01,,The Great Hack,https://www.imdb.com/title/tt4736550/,movie,7.0,114,2019,"Documentary, Biography, History",23861,2019-01-26,"Karim Amer, Jehane Noujaim"
1351,tt10662450,2022-01-01,2022-01-01,,Enter the Anime,https://www.imdb.com/title/tt10662450/,movie,2.6,58,2019,Documentary,1696,2019-08-05,Alex Burunova
1352,tt9351980,2022-01-01,2022-01-01,,American Factory,https://www.imdb.com/title/tt9351980/,movie,7.4,110,2019,Documentary,22184,2019-01-25,"Steven Bognar, Julia Reichert"
1353,tt10856726,2022-01-01,2022-01-01,,Travis Scott: Look Mom I Can Fly,https://www.imdb.com/title/tt10856726/,movie,6.3,84,2019,"Documentary, Music",4782,2019-08-28,"Isaac Yowman, White Trash Tyler"
1354,tt8793990,2022-01-01,2022-01-01,,Evelyn,https://www.imdb.com/title/tt8793990/,movie,7.2,100,2018,Documentary,790,2018-10-11,Orlando von Einsiedel
1355,tt10847138,2022-01-01,2022-01-01,,"Hello, Privilege. It's Me, Chelsea",https://www.imdb.com/title/tt10847138/,tvMovie,4.8,64,2019,Documentary,2010,2019-09-13,Alex Stapleton
1356,tt10857582,2022-01-01,2022-01-01,,Los Tigres del Norte at Folsom Prison,https://www.imdb.com/title/tt10857582/,tvSpecial,7.0,64,2019,"Documentary, Music",182,2019-09-15,Tom Donahue
1357,tt10915286,2022-01-01,2022-01-01,,Tell Me Who I Am,https://www.imdb.com/title/tt10915286/,movie,7.6,86,2019,"Documentary, Drama, Mystery",14951,2019-08-30,Ed Perkins
1358,tt11101698,2022-01-01,2022-01-01,,Dancing with the Birds,https://www.imdb.com/title/tt11101698/,video,8.2,52,2019,Documentary,2437,2019-10-23,Huw Cordey
1359,tt11052346,2022-01-01,2022-01-01,,It Takes a Lunatic,https://www.imdb.com/title/tt11052346/,movie,6.6,120,2019,"Documentary, Biography, Drama",179,2019-05-03,"Kim Ferraro, Seth Isler, Billy Lyons"
1360,tt10883004,2022-01-01,2022-01-01,,"Bikram: Yogi, Guru, Predator",https://www.imdb.com/title/tt10883004/,movie,6.7,86,2019,"Documentary, Crime",7725,2019-09-10,Eva Orner
1361,tt8900434,2022-01-01,2022-01-01,,"El Pepe, una vida suprema",https://www.imdb.com/title/tt8900434/,movie,7.1,74,2018,"Documentary, Biography",1949,2018-09-03,Emir Kusturica
1362,tt6373518,2022-01-01,2022-01-01,,Kevin Hart's Guide to Black History,https://www.imdb.com/title/tt6373518/,tvMovie,5.5,62,2019,Comedy,1375,2019-02-08,Tom Stern
1363,tt9880234,2022-01-01,2022-01-01,,Still Laugh-In: The Stars Celebrate,https://www.imdb.com/title/tt9880234/,tvSpecial,5.2,60,2019,"Comedy, Music",613,2019-05-14,
1364,tt6172460,2022-01-01,2022-01-01,,Rocko's Modern Life: Static Cling,https://www.imdb.com/title/tt6172460/,tvMovie,6.9,45,2019,"Animation, Action, Adventure, Comedy, Family, Fantasy, Mystery, Sci-Fi",3948,2019-04-03,"Cosmo Segurson, Joe Murray"
1365,tt6739094,2022-01-01,2022-01-01,,Invader ZIM: Enter the Florpus,https://www.imdb.com/title/tt6739094/,tvMovie,7.4,71,2019,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",5953,2019-08-16,"Jhonen Vasquez, Young Kyun Park, Hae Young Jung"
1366,tt11151792,2022-01-01,2022-01-01,,The Road to El Camino: A Breaking Bad Movie,https://www.imdb.com/title/tt11151792/,tvShort,7.1,13,2019,"Documentary, Short",1485,2019-10-28,
1367,tt11310004,2022-01-01,2022-01-01,,A Primeira Tentação de Cristo,https://www.imdb.com/title/tt11310004/,movie,4.8,46,2019,Comedy,3428,2019-12-03,Rodrigo Van Der Put
1368,tt11318624,2022-01-01,2022-01-01,,John Mulaney & the Sack Lunch Bunch,https://www.imdb.com/title/tt11318624/,tvMovie,7.4,70,2019,"Comedy, Family, Musical",3588,2019-12-24,Rhys Thomas
1369,tt10230404,2022-01-01,2022-01-01,,Ghost Stories,https://www.imdb.com/title/tt10230404/,movie,4.4,144,2020,"Horror, Thriller",5418,2020-01-01,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee"
1370,tt11390036,2022-01-01,2022-01-01,,A Fall from Grace,https://www.imdb.com/title/tt11390036/,movie,5.9,120,2020,Thriller,15775,2020-01-17,Tyler Perry
1371,tt10731748,2022-01-01,2022-01-01,,Modo Avião,https://www.imdb.com/title/tt10731748/,movie,5.1,96,2020,"Comedy, Drama, Romance",2701,2020-01-23,César Rodrigues
1372,tt11388406,2022-01-01,2022-01-01,,Horse Girl,https://www.imdb.com/title/tt11388406/,movie,6.0,103,2020,"Drama, Mystery, Thriller",18150,2020-01-27,Jeff Baena
1373,tt9354842,2022-01-01,2022-01-01,,To All the Boys: P.S. I Still Love You,https://www.imdb.com/title/tt9354842/,movie,6.0,101,2020,"Comedy, Drama, Romance",39747,2020-02-12,Michael Fimognari
1374,tt9806322,2022-01-01,2022-01-01,,Isi & Ossi,https://www.imdb.com/title/tt9806322/,movie,6.4,113,2020,"Comedy, Romance",8681,2020-02-12,Oliver Kienle
1375,tt7456312,2022-01-01,2022-01-01,,The Last Thing He Wanted,https://www.imdb.com/title/tt7456312/,movie,4.3,115,2020,"Crime, Drama, Thriller",15662,2020-01-27,Dee Rees
1376,tt10230436,2022-01-01,2022-01-01,,Yeh Ballet,https://www.imdb.com/title/tt10230436/,movie,7.5,117,2020,"Drama, Musical",1375,2020-02-21,Sooni Taraporevala
1377,tt3907584,2022-01-01,2022-01-01,,All the Bright Places,https://www.imdb.com/title/tt3907584/,movie,6.5,107,2020,"Drama, Romance",32309,2020-02-08,Brett Haley
1378,tt10062614,2022-01-01,2022-01-01,,Guilty,https://www.imdb.com/title/tt10062614/,movie,5.4,119,2020,"Drama, Thriller",4501,2020-03-06,Ruchi Narain
1379,tt8629748,2022-01-01,2022-01-01,,Spenser Confidential,https://www.imdb.com/title/tt8629748/,movie,6.2,111,2020,"Action, Comedy, Drama, Mystery, Thriller",89110,2020-03-06,Peter Berg
1380,tt3111426,2022-01-01,2022-01-01,,Lost Girls,https://www.imdb.com/title/tt3111426/,movie,6.1,95,2020,"Crime, Drama, Mystery, Thriller",22261,2020-01-28,Liz Garbus
1381,tt10937434,2022-01-01,2022-01-01,,Ultras,https://www.imdb.com/title/tt10937434/,movie,6.2,108,2020,Drama,5009,2020-03-09,Francesco Lettieri
1382,tt11561866,2022-01-01,2022-01-01,,Masameer: The Movie,https://www.imdb.com/title/tt11561866/,movie,6.0,110,2020,Animation,2310,2020-01-09,Malik Nejer
1383,tt9345754,2022-01-01,2022-01-01,,Hogar,https://www.imdb.com/title/tt9345754/,movie,6.4,103,2020,"Drama, Thriller",18009,2020-03-25,"Àlex Pastor, David Pastor"
1384,tt11953628,2022-01-01,2022-01-01,,Maska,https://www.imdb.com/title/tt11953628/,movie,5.9,111,2020,"Comedy, Drama, Romance",1481,2020-03-27,Neeraj Udhwani
1385,tt8902948,2022-01-01,2022-01-01,,Tigertail,https://www.imdb.com/title/tt8902948/,movie,6.6,91,2020,Drama,3661,2020-04-10,Alan Yang
1386,tt10092752,2022-01-01,2022-01-01,,La terre et le sang,https://www.imdb.com/title/tt10092752/,movie,5.2,80,2020,"Action, Crime, Drama, Thriller",2662,2020-04-17,Julien Leclercq
1387,tt9806336,2022-01-01,2022-01-01,,Betonrausch,https://www.imdb.com/title/tt9806336/,movie,5.9,94,2020,"Comedy, Drama",5178,2020-04-17,Cüneyt Kaya
1388,tt8750570,2022-01-01,2022-01-01,,Sergio,https://www.imdb.com/title/tt8750570/,movie,6.2,118,2020,"Biography, Drama, History, Romance",10106,2020-01-28,Greg Barker
1389,tt5206260,2022-01-01,2022-01-01,,The Willoughbys,https://www.imdb.com/title/tt5206260/,movie,6.3,90,2020,"Animation, Adventure, Comedy, Drama, Family",19351,2020-04-22,"Rob Lodermeier, Kris Pearn, Cory Evans"
1390,tt11777040,2022-01-01,2022-01-01,,Sanyangeui sigan,https://www.imdb.com/title/tt11777040/,movie,6.3,134,2020,"Action, Crime, Drama, Sci-Fi, Thriller",5914,2020-02-22,Yoon Sunghyun
1391,tt8936646,2022-01-01,2022-01-01,,Extraction,https://www.imdb.com/title/tt8936646/,movie,6.7,116,2020,"Action, Thriller",203577,2020-04-24,Sam Hargrave
1392,tt10183816,2022-01-01,2022-01-01,,Dangerous Lies,https://www.imdb.com/title/tt10183816/,movie,5.3,96,2020,Thriller,17399,2020-04-30,Michael M. Scott
1393,tt10329566,2022-01-01,2022-01-01,,Ricos de Amor,https://www.imdb.com/title/tt10329566/,movie,6.0,104,2020,"Comedy, Music, Romance",2800,2020-04-30,"Bruno Garotti, Jessica Blue"
1394,tt3993886,2022-01-01,2022-01-01,,All Day and a Night,https://www.imdb.com/title/tt3993886/,movie,6.0,121,2020,Drama,3898,2020-05-01,Joe Robert Cole
1395,tt10230426,2022-01-01,2022-01-01,,Mrs. Serial Killer,https://www.imdb.com/title/tt10230426/,movie,4.2,106,2020,"Crime, Drama, Thriller",19602,2020-05-01,Shirish Kunder
1396,tt9683478,2022-01-01,2022-01-01,,The Half of It,https://www.imdb.com/title/tt9683478/,movie,6.9,104,2020,"Comedy, Drama, Romance",38297,2020-05-01,Alice Wu
1397,tt9619798,2022-01-01,2022-01-01,,The Wrong Missy,https://www.imdb.com/title/tt9619798/,movie,5.7,90,2020,"Comedy, Romance",40324,2020-05-13,Tyler Spindel
1398,tt8851668,2022-01-01,2022-01-01,,The Lovebirds,https://www.imdb.com/title/tt8851668/,movie,6.1,86,2020,"Action, Comedy, Crime, Mystery, Romance, Thriller",26370,2020-05-22,Michael Showalter
1399,tt4323594,2022-01-01,2022-01-01,,Ya no estoy aquí,https://www.imdb.com/title/tt4323594/,movie,7.3,112,2019,Drama,8246,2019-07-13,Fernando Frias
1400,tt12282598,2022-01-01,2022-01-01,,La Corazonada,https://www.imdb.com/title/tt12282598/,movie,5.5,116,2020,"Crime, Drama, Mystery, Thriller",2839,2020-05-28,Alejandro Montiel
1401,tt11651780,2022-01-01,2022-01-01,,Choked,https://www.imdb.com/title/tt11651780/,movie,5.7,114,2020,Drama,5533,2020-06-05,Anurag Kashyap
1402,tt1552211,2022-01-01,2022-01-01,,The Last Days of American Crime,https://www.imdb.com/title/tt1552211/,movie,3.7,148,2020,"Action, Crime, Drama, Sci-Fi, Thriller",11690,2020-06-05,Olivier Megaton
1403,tt9777644,2022-01-01,2022-01-01,,Da 5 Bloods,https://www.imdb.com/title/tt9777644/,movie,6.5,154,2020,"Adventure, Drama, War",51904,2020-06-12,Spike Lee
1404,tt11958344,2022-01-01,2022-01-01,,Nakitai watashi wa neko o kaburu,https://www.imdb.com/title/tt11958344/,movie,6.7,104,2020,"Animation, Adventure, Drama, Family, Fantasy, Romance",10650,2020-06-18,"Jun'ichi Satô, Tomotaka Shibayama"
1405,tt10714856,2022-01-01,2022-01-01,,Feel the Beat,https://www.imdb.com/title/tt10714856/,movie,6.3,109,2020,"Comedy, Drama, Family",11670,2020-06-19,Elissa Down
1406,tt10456740,2022-01-01,2022-01-01,,Balle perdue,https://www.imdb.com/title/tt10456740/,movie,6.3,92,2020,"Action, Crime, Thriller",11549,2020-06-19,Guillaume Pierret
1407,tt11988512,2022-01-01,2022-01-01,,Yarina Tek Bilet,https://www.imdb.com/title/tt11988512/,movie,5.6,90,2020,"Comedy, Drama, Romance",5108,2020-06-19,Ozan Açiktan
1408,tt12393526,2022-01-01,2022-01-01,,Bulbbul,https://www.imdb.com/title/tt12393526/,movie,6.5,94,2020,"Drama, Horror, Mystery",12228,2020-06-24,Anvita Dutt
1409,tt10728764,2022-01-01,2022-01-01,,Nadie sabe que estoy aquí,https://www.imdb.com/title/tt10728764/,movie,6.5,91,2020,"Drama, Music",4360,2020-04-15,Gaspar Antillo
1410,tt8580274,2022-01-01,2022-01-01,,Eurovision Song Contest: The Story of Fire Saga,https://www.imdb.com/title/tt8580274/,movie,6.5,123,2020,"Comedy, Musical",94623,2020-06-26,David Dobkin
1411,tt10941528,2022-01-01,2022-01-01,,Sotto il sole di Riccione,https://www.imdb.com/title/tt10941528/,movie,5.6,101,2020,"Comedy, Drama, Romance",2728,2020-07-01,Younuts
1412,tt1545304,2022-01-01,2022-01-01,,Desperados,https://www.imdb.com/title/tt1545304/,movie,5.2,105,2020,"Comedy, Romance",10545,2020-07-03,LP
1413,tt7556122,2022-01-01,2022-01-01,,The Old Guard,https://www.imdb.com/title/tt7556122/,movie,6.6,125,2020,"Action, Thriller",165702,2020-07-10,Gina Prince-Bythewood
1414,tt10168672,2022-01-01,2022-01-01,,Gli infedeli,https://www.imdb.com/title/tt10168672/,movie,4.8,88,2020,Comedy,1712,2020-07-15,Stefano Mordini
1415,tt11057594,2022-01-01,2022-01-01,,Fatal Affair,https://www.imdb.com/title/tt11057594/,movie,4.6,89,2020,Thriller,6172,2020-07-16,Peter Sullivan
1416,tt12588448,2022-01-01,2022-01-01,,The Larva Island Movie,https://www.imdb.com/title/tt12588448/,movie,5.1,89,2020,"Animation, Adventure, Comedy, Family",683,2020-07-23,Byoung-Wook Ahn
1417,tt7304824,2022-01-01,2022-01-01,,Ofrenda a la tormenta,https://www.imdb.com/title/tt7304824/,movie,6.2,139,2020,"Crime, Thriller",6696,2020-07-24,Fernando González Molina
1418,tt9784456,2022-01-01,2022-01-01,,The Kissing Booth 2,https://www.imdb.com/title/tt9784456/,movie,5.7,134,2020,"Comedy, Romance",32434,2020-07-24,Vince Marcello
1419,tt11010144,2022-01-01,2022-01-01,,Seriously Single,https://www.imdb.com/title/tt11010144/,movie,4.5,107,2020,"Comedy, Romance",1288,2020-07-31,"Rethabile Ramaphakela, Katleho Ramaphakela"
1420,tt12567088,2022-01-01,2022-01-01,,Raat Akeli Hai,https://www.imdb.com/title/tt12567088/,movie,7.2,149,2020,"Crime, Drama, Mystery, Thriller",18395,2020-07-31,Honey Trehan
1421,tt10276470,2022-01-01,2022-01-01,,Work It,https://www.imdb.com/title/tt10276470/,movie,6.1,93,2020,"Comedy, Music",13821,2020-08-07,Laura Terruso
1422,tt10350626,2022-01-01,2022-01-01,,Gunjan Saxena: The Kargil Girl,https://www.imdb.com/title/tt10350626/,movie,5.6,112,2020,"Action, Biography, Drama, War",34907,2020-07-23,"ALi Khan AK, Sharan Sharma"
1423,tt7550000,2022-01-01,2022-01-01,,Project Power,https://www.imdb.com/title/tt7550000/,movie,6.0,113,2020,"Action, Crime, Sci-Fi, Thriller",89274,2020-08-14,"Henry Joost, Ariel Schulman"
1424,tt8675288,2022-01-01,2022-01-01,,Fearless,https://www.imdb.com/title/tt8675288/,movie,5.0,89,2020,"Animation, Comedy, Family, Sci-Fi",1803,2020-07-10,Cory Edwards
1425,tt10643918,2022-01-01,2022-01-01,,Guru-Guru Gokil,https://www.imdb.com/title/tt10643918/,movie,6.2,101,2020,"Comedy, Drama",466,2020-08-17,Sammaria Simanjuntak
1426,tt10915060,2022-01-01,2022-01-01,,Crímenes de familia,https://www.imdb.com/title/tt10915060/,movie,6.7,99,2020,"Crime, Drama, Thriller",4116,2020-08-20,Sebastián Schindel
1427,tt10888708,2022-01-01,2022-01-01,,The Sleepover,https://www.imdb.com/title/tt10888708/,movie,5.6,100,2020,"Action, Adventure, Comedy, Family",10770,2020-08-21,Trish Sie
1428,tt10230422,2022-01-01,2022-01-01,,Class of 83,https://www.imdb.com/title/tt10230422/,movie,5.8,98,2020,"Action, Crime, Drama, Thriller",5700,2020-08-21,Atul Sabharwal
1429,tt12536776,2022-01-01,2022-01-01,,Fuego negro,https://www.imdb.com/title/tt12536776/,movie,2.7,81,2020,"Action, Horror, Mystery, Thriller",639,2020-08-21,Bernardo Arellano
1430,tt3155342,2022-01-01,2022-01-01,,All Together Now,https://www.imdb.com/title/tt3155342/,movie,6.5,92,2020,Drama,4566,2020-08-28,Brett Haley
1431,tt5827790,2022-01-01,2022-01-01,,Orígenes secretos,https://www.imdb.com/title/tt5827790/,movie,6.1,96,2020,"Action, Crime, Drama, Mystery, Thriller",7021,2020-08-28,David Galán Galindo
1432,tt12875782,2022-01-01,2022-01-01,,Freaks: You're One of Us,https://www.imdb.com/title/tt12875782/,movie,5.4,92,2020,"Action, Drama, Fantasy, Sci-Fi",6210,2020-09-02,Felix Binder
1433,tt11100856,2022-01-01,2022-01-01,,Love Guaranteed,https://www.imdb.com/title/tt11100856/,movie,5.6,90,2020,"Comedy, Romance",17761,2020-09-03,Mark Steven Johnson
1434,tt7939766,2022-01-01,2022-01-01,,I'm Thinking of Ending Things,https://www.imdb.com/title/tt7939766/,movie,6.6,134,2020,"Drama, Thriller",87230,2020-08-28,Charlie Kaufman
1435,tt11024272,2022-01-01,2022-01-01,,The Babysitter: Killer Queen,https://www.imdb.com/title/tt11024272/,movie,5.8,101,2020,"Comedy, Horror",41146,2020-09-10,McG
1436,tt12721188,2022-01-01,2022-01-01,,Se busca papá,https://www.imdb.com/title/tt12721188/,movie,5.7,102,2020,"Comedy, Drama, Family",1111,2020-09-11,"Valeria Zunzun, Javier Colinas"
1437,tt7395114,2022-01-01,2022-01-01,,The Devil All the Time,https://www.imdb.com/title/tt7395114/,movie,7.1,138,2020,"Crime, Drama, Thriller",135567,2020-09-10,Antonio Campos
1438,tt11127690,2022-01-01,2022-01-01,,El practicante,https://www.imdb.com/title/tt11127690/,movie,5.7,94,2020,"Adventure, Crime, Drama, Thriller",12919,2020-09-16,Carles Torras
1439,tt9176296,2022-01-01,2022-01-01,,Dolly Kitty Aur Woh Chamakte Sitare,https://www.imdb.com/title/tt9176296/,movie,5.4,126,2019,"Comedy, Drama",7658,2019-10-04,Alankrita Shrivastava
1440,tt11754464,2022-01-01,2022-01-01,,Bucin,https://www.imdb.com/title/tt11754464/,movie,4.1,97,2020,"Comedy, Drama, Romance",648,2020-09-08,Chandra Liow
1441,tt10199914,2022-01-01,2022-01-01,,The Boys in the Band,https://www.imdb.com/title/tt10199914/,movie,6.8,121,2020,Drama,16031,2020-09-30,Joe Mantello
1442,tt10230414,2022-01-01,2022-01-01,,Serious Men,https://www.imdb.com/title/tt10230414/,movie,6.8,114,2020,"Comedy, Drama",7702,2020-10-02,"Sachin Krishn, Sudhir Mishra"
1443,tt10914452,2022-01-01,2022-01-01,,Il legame,https://www.imdb.com/title/tt10914452/,movie,4.8,93,2020,"Drama, Horror, Thriller",4306,2020-10-02,Domenico de Feudis
1444,tt8976576,2022-01-01,2022-01-01,,Vampires vs. the Bronx,https://www.imdb.com/title/tt8976576/,movie,5.7,85,2020,"Comedy, Horror",10242,2020-10-02,Oz Rodriguez
1445,tt13118012,2022-01-01,2022-01-01,,Ahí te Encargo,https://www.imdb.com/title/tt13118012/,movie,5.8,111,2020,"Comedy, Romance",1349,2020-10-02,Salvador Espinosa
1446,tt10682266,2022-01-01,2022-01-01,,Hubie Halloween,https://www.imdb.com/title/tt10682266/,movie,5.2,103,2020,"Comedy, Mystery",51641,2020-10-07,Steven Brill
1447,tt10543680,2022-01-01,2022-01-01,,Ginny Weds Sunny,https://www.imdb.com/title/tt10543680/,movie,5.7,125,2020,"Comedy, Drama, Romance",4889,2020-10-09,Puneet Khanna
1448,tt10642834,2022-01-01,2022-01-01,,The Forty-Year-Old Version,https://www.imdb.com/title/tt10642834/,movie,7.2,123,2020,"Comedy, Drama",5132,2020-01-25,Radha Blank
1449,tt4844150,2022-01-01,2022-01-01,,A Babysitter's Guide to Monster Hunting,https://www.imdb.com/title/tt4844150/,movie,5.4,98,2020,"Comedy, Family, Fantasy",4344,2020-09-15,Rachel Talalay
1450,tt12217814,2022-01-01,2022-01-01,,Seperti Hujan yang Jatuh ke Bumi,https://www.imdb.com/title/tt12217814/,movie,4.7,86,2020,"Adventure, Drama, Fantasy, Romance",207,2020-10-15,Lasja Fauzia
1451,tt1070874,2022-01-01,2022-01-01,,The Trial of the Chicago 7,https://www.imdb.com/title/tt1070874/,movie,7.7,129,2020,"Drama, History, Thriller",177703,2020-09-25,Aaron Sorkin
1452,tt2235695,2022-01-01,2022-01-01,,Rebecca,https://www.imdb.com/title/tt2235695/,movie,6.0,123,2020,"Drama, Mystery, Romance, Thriller",42609,2020-10-16,Ben Wheatley
1453,tt11284280,2022-01-01,2022-01-01,,Kadaver,https://www.imdb.com/title/tt11284280/,movie,5.2,86,2020,"Drama, Horror, Thriller",10530,2020-10-20,Jarand Herdal
1454,tt7488208,2022-01-01,2022-01-01,,Over the Moon,https://www.imdb.com/title/tt7488208/,movie,6.3,95,2020,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Sci-Fi",22709,2020-10-16,"Glen Keane, John Kahrs"
1455,tt9866072,2022-01-01,2022-01-01,,Holidate,https://www.imdb.com/title/tt9866072/,movie,6.1,104,2020,"Comedy, Romance",66664,2020-10-28,John Whitesell
1456,tt11240506,2022-01-01,2022-01-01,,W lesie dzis nie zasnie nikt,https://www.imdb.com/title/tt11240506/,movie,4.9,102,2020,"Fantasy, Horror, Mystery",12235,2020-03-20,Bartosz M. Kowalski
1457,tt8508734,2022-01-01,2022-01-01,,His House,https://www.imdb.com/title/tt8508734/,movie,6.5,93,2020,"Drama, Horror, Thriller",42755,2020-01-27,Remi Weekes
1458,tt10235600,2022-01-01,2022-01-01,,Kaali Khuhi,https://www.imdb.com/title/tt10235600/,movie,3.5,90,2020,"Drama, Horror, Mystery, Thriller",1273,2020-10-26,Terrie Samundra
1459,tt10127684,2022-01-01,2022-01-01,,Bronx,https://www.imdb.com/title/tt10127684/,movie,6.1,116,2020,"Action, Crime, Drama, Thriller",8951,2020-10-30,Olivier Marchal
1460,tt5603212,2022-01-01,2022-01-01,,Menéndez. Parte 1: El día del Señor,https://www.imdb.com/title/tt5603212/,movie,5.0,93,2020,"Drama, Horror, Thriller",1054,2020-10-30,Santiago Alvarado Ilarri
